32,38
32,39
32,40
31,41
30,42
29,42
28,42
30,41
31,42
32,41
31,40
35,40
36,39
35,39
35,38
35,37
35,36
35,35
35,33
35,34
37,39
37,38
38,37
39,36
40,35
41,34
42,33
42,31
42,32
35,23
35,27
35,28
35,30
35,29
35,31
35,32
35,22
34,22
33,22
32,22
32,37
32,36
32,35
32,34
32,33
32,32
32,31
32,30
32,29
32,28
32,27
32,26
32,25
32,24
32,23
36,22
37,21
38,20
36,27
37,27
38,27
39,27
40,27
41,27
42,27
42,29
42,30
42,28
27,42
26,42
25,42
24,42
23,42
22,42
21,42
20,42
19,42
18,42
18,41
17,41
16,40
15,39
14,38
13,37
12,36
11,35
10,34
9,33
8,32
7,31
6,30
5,29
4,28
4,27
4,26
4,25
4,24
4,23
4,22
4,21
4,20
4,19
5,19
6,18
5,18
7,17
8,16
9,15
38,19
37,18
39,15
33,24
34,23
33,23
37,20
37,19
38,18
38,17
38,16
42,12
42,11
42,9
42,10
42,8
42,7
42,6
42,5
41,12
40,11
39,10
38,9
37,8
10,15
11,15
12,15
13,15
14,15
15,15
16,15
16,14
17,14
18,14
19,14
8,12
8,11
8,10
9,9
10,8
11,7
12,7
11,12
12,11
13,10
14,9
15,8
20,14
21,14
22,14
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,14
25,6
26,5
27,4
28,3
29,2
20,12
21,11
22,10
18,4
19,6
