2,3
3,3
4,3
1,3
1,4
1,5
1,6
1,7
2,7
3,7
4,7
5,7
5,6
5,5
5,3
6,3
6,5
7,3
8,3
9,3
10,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
11,3
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
21,3
22,3
23,3
24,3
25,3
26,3
27,3
20,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
46,4
46,5
46,6
46,7
46,8
46,9
46,10
46,11
46,12
46,13
46,14
46,15
46,16
46,17
46,18
46,19
46,20
46,21
46,22
46,23
46,24
46,25
46,26
46,27
46,28
46,29
46,30
46,31
46,32
46,33
46,34
46,35
46,36
46,37
46,38
46,39
46,40
46,41
46,42
46,43
2,47
3,47
4,47
5,47
7,47
8,47
9,47
10,47
11,47
12,47
6,47
13,47
14,47
15,47
16,47
17,47
18,47
19,47
20,47
21,47
22,47
23,47
24,47
25,47
26,47
27,47
28,47
29,47
30,47
31,47
32,47
33,47
34,47
35,47
36,47
37,47
38,47
7,5
7,6
7,7
7,8
7,9
7,12
7,13
7,14
6,15
5,16
8,15
9,16
3,18
3,19
4,20
5,21
6,22
10,5
11,5
12,5
11,6
12,7
14,9
13,8
10,10
11,10
12,11
13,12
14,13
11,14
12,15
12,16
12,17
12,18
12,19
13,15
14,15
15,15
16,15
17,15
17,14
17,13
17,12
20,12
21,12
22,12
22,11
22,10
22,9
22,8
25,8
26,8
26,7
26,6
26,5
19,14
20,15
21,16
21,17
20,17
19,17
18,17
17,17
16,17
15,17
15,16
6,23
5,23
5,24
4,24
4,25
3,25
3,26
2,26
7,19
8,20
9,21
10,21
11,21
12,21
13,21
9,24
9,25
9,26
9,27
9,28
10,28
11,28
12,28
16,7
17,6
18,7
17,8
19,9
20,8
20,7
21,6
22,5
24,5
25,4
26,4
5,30
6,31
7,32
5,32
4,33
5,34
6,35
7,36
5,38
6,37
4,36
3,36
2,36
39,47
40,47
41,47
42,47
46,44
46,45
43,47
43,45
42,44
41,43
43,43
41,45
40,42
38,40
39,41
37,46
37,45
37,44
34,42
34,43
34,44
32,46
32,45
32,44
29,41
29,42
29,43
29,44
29,45
16,42
17,41
18,40
19,39
20,38
20,37
19,37
19,36
19,35
18,35
17,34
16,33
21,37
22,36
23,35
24,34
25,33
21,38
22,39
23,40
24,41
25,42
8,32
11,32
12,32
13,32
14,32
15,32
16,32
9,32
10,32
16,21
16,22
16,23
16,24
16,25
16,26
15,26
14,26
13,26
13,25
13,24
13,23
19,19
19,20
19,21
19,22
19,18
16,19
18,19
20,32
20,31
20,30
20,29
20,28
19,28
19,29
18,29
18,30
21,29
21,28
22,30
22,29
22,33
21,34
23,32
24,31
11,37
11,38
11,39
11,40
11,41
11,42
10,40
9,41
8,42
12,39
13,38
14,37
15,36
7,43
6,44
5,45
4,46
4,42
3,43
5,43
9,31
11,29
12,31
8,29
4,28
5,27
6,28
11,22
9,18
2,13
3,13
4,13
3,11
4,11
5,11
5,10
18,44
16,46
17,45
19,46
18,25
19,25
20,25
21,25
22,25
23,25
23,24
23,23
23,22
23,21
17,25
23,20
24,19
26,17
27,16
28,15
25,18
26,19
27,20
28,21
23,11
24,12
25,13
26,14
27,15
24,27
24,28
25,28
26,29
25,29
27,30
27,29
28,29
30,29
29,29
31,29
32,29
33,29
34,29
35,29
32,10
31,11
30,11
29,11
28,11
27,11
26,11
32,9
32,7
32,6
32,5
32,4
32,8
35,9
36,9
37,9
38,9
38,8
38,7
40,7
41,7
42,7
42,6
42,5
42,4
44,5
45,4
43,6
34,20
33,21
33,19
32,18
31,17
30,16
33,17
34,16
35,15
34,14
33,13
32,14
29,24
29,25
28,26
30,26
28,23
27,24
26,24
31,24
32,24
35,24
34,24
37,24
38,24
41,24
42,24
45,24
44,24
45,9
44,9
43,10
42,11
41,12
40,12
39,12
38,12
37,12
36,12
40,15
41,16
42,17
43,18
45,20
44,19
31,33
30,34
29,35
32,32
33,31
30,36
31,37
32,38
33,39
34,38
35,37
36,36
37,35
36,34
35,33
37,33
38,32
31,39
30,40
24,38
25,38
26,38
26,36
27,36
27,33
28,33
29,33
22,45
23,46
21,44
20,43
21,42
25,44
25,45
25,46
45,40
44,40
43,40
42,40
42,39
43,38
44,37
45,35
44,34
43,33
42,32
41,31
40,30
42,29
43,30
41,28
40,27
39,26
38,25
39,37
39,36
40,36
40,35
40,33
40,34
34,22
35,23
23,26
