22,23
21,24
26,19
27,18
22,26
21,25
20,24
19,23
19,22
19,20
19,21
19,19
20,18
21,17
26,16
27,17
28,19
29,20
29,21
29,22
29,23
28,24
27,25
18,18
17,17
30,24
31,25
18,16
19,15
20,14
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
17,26
18,27
19,28
20,29
21,29
22,29
23,29
24,29
25,29
30,26
29,27
32,24
32,23
32,22
32,21
32,20
32,19
32,18
32,17
32,16
31,15
30,14
29,13
28,13
27,13
26,13
25,13
24,13
22,12
22,11
19,11
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,10
28,10
29,11
30,10
29,10
30,11
31,11
32,12
15,15
14,14
13,13
13,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,24
12,23
12,25
12,26
13,27
14,28
15,29
16,30
11,22
9,22
10,22
9,21
9,20
9,19
9,18
9,17
9,16
9,15
9,14
9,13
9,12
9,11
10,11
11,12
12,12
17,31
18,32
19,33
20,34
21,34
22,35
23,35
24,35
24,36
24,37
17,36
18,37
19,38
20,38
21,38
22,38
23,38
24,38
25,38
26,38
27,38
28,38
29,37
30,36
31,35
25,35
26,35
28,33
27,34
28,32
28,31
27,31
26,31
25,31
24,31
23,31
22,31
21,31
20,31
25,30
21,39
21,40
21,41
22,41
23,41
24,41
25,41
26,41
27,41
28,41
29,40
29,41
29,42
29,43
29,44
28,44
27,44
26,44
25,44
24,44
23,44
22,44
21,44
20,44
34,15
35,16
35,17
36,18
36,19
36,20
36,21
33,21
34,21
35,21
33,24
37,24
36,24
35,24
34,24
36,22
36,23
36,25
35,26
34,27
33,28
32,29
31,30
30,9
31,8
32,7
33,6
31,7
30,6
29,6
28,6
27,6
26,6
25,6
24,6
23,6
22,6
21,6
20,6
19,7
18,8
17,9
7,21
7,22
7,23
7,24
7,25
7,26
7,27
8,28
9,29
10,30
11,31
12,32
13,33
14,34
14,36
14,35
14,37
14,38
13,38
12,38
11,38
11,40
12,40
13,40
14,40
15,40
16,40
15,38
16,38
14,41
14,42
14,43
14,44
14,45
14,46
13,47
13,48
12,48
12,49
32,41
32,42
32,43
32,44
32,45
32,46
32,47
32,48
32,49
32,40
33,40
34,40
35,40
32,38
33,38
34,38
35,38
36,38
36,40
32,37
33,36
33,35
33,34
34,33
36,31
35,32
37,30
38,29
39,28
40,27
41,26
42,25
43,24
43,23
43,22
43,21
43,20
43,19
43,18
43,17
43,16
43,15
43,14
43,13
43,12
43,11
43,10
43,9
43,8
43,7
43,6
42,5
41,4
40,3
39,2
38,2
37,2
36,2
35,2
34,2
33,2
32,2
31,2
30,2
29,2
28,2
27,2
26,2
25,2
24,2
23,2
22,2
21,2
20,2
19,2
18,2
17,2
16,2
15,2
14,2
13,2
12,2
11,2
9,2
8,2
7,2
6,2
5,2
10,2
4,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
4,18
5,19
6,20
